Country Name,Country Code,Series,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Cambodia,KHM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,22108,25416,32010,43210,45370,56810,94708,117420,137490,168003,195166,223222,..,..,..,217364,..,207603,211484,222879,..
Cambodia,KHM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,18253,..,20272,22022,23256,..
Cambodia,KHM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,0,515,..,270,448,862,..,..,1006,..,..,..,1175,..,1222,1349,..,..
Cameroon,CMR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,211358,152807,188295,224903,..,..
Cameroon,CMR,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,65697,68495,77707,81318,83903,99864,120298,132134,147631,174144,220331,244233,270409,322175,349756,371568,278747,290259,330793,..,..
Cameroon,CMR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,48060,62119,54725,62008,..,..
Cameroon,CMR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,2169,2599,637,793,1202,..,..,..,..,3355,12919,5662,7258,..,..
Canada,CAN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,945737,984347,991742,982168,1023303,1025271,1005055,..,..
Canada,CAN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,1212161,..,1254833,..,..,..,..,1422790,1445149,1447618,1430169,1482243,1505424,1555449,1577766,1564125,1593383,1625578,1622693,..,..
Canada,CAN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,187555,194818,196474,189183,181292,198662,202679,..,..
Canada,CAN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,26221,..,27500,..,34716,34770,36705,38361,41259,42960,45441,47616,48612,50772,51552,52557,52385,52917,53455,..,..
Caribbean small states,CSS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Caribbean small states,CSS,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,79180.79373,86802.81235,94620.55164,101477.94098,109958.54029,106664.93085,107127.88079,114833.82405,124240.68053,127517.08483,136968.7569,137395.22989,147294.08679,145507.20928,147283.44613,147328.35866,147823.22742,..,..,..,..
Caribbean small states,CSS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4143.38399,4850.9055,3991.49754,..
Caribbean small states,CSS,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,1012.10966,974.96765,976.7198,800.38977,699.11572,593.00332,796.50353,779.75844,711.11395,662.91244,717.54353,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,428,508,502,560,..,..,567,626,912,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cayman Islands,CYM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,6323,..,..,..,6384,..,4462,..,9473,10427,11158,13289,12522,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central Europe and the Baltics,CEB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,2961311.18414,2888002.92656,2705837,2544098,2432629,2336794,2250995.583,2250995.5047,..
Central Europe and the Baltics,CEB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,3437561,3781791,4039623,4266682,4470875,4689291,4848493,5000653,5182347,5229919,5143766,4913011,4640760,4382162,4125340,3902921,3748637,3628980,3511960.416,3511960.29874,..
Central Europe and the Baltics,CEB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1358323.46802,1283527,1233055,1189178,1153286,1128257,1100979.5,1100979.46265,..
Central Europe and the Baltics,CEB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,56304,66044,71880,106910,101663,111566,109963,116716,118779,119094,126375,130538,130070,127983,126160,123720,120244,120905,118573.333,118573.3298,..
Chad,TCD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38285,..,..,..,..,..
Chad,TCD,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,5901,6106,..,7397,10081,12373,..,..,18990,20394,22130,24349,..,..,42463,41821,..,..,..,..,..
Chad,TCD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2348,..,..,..,..,..
Chad,TCD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,195,..,..,..,..,..
Channel Islands,CHI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Channel Islands,CHI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Chile,CHL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,755508,764133.13333,770904.12857,782588.25,789643.36667,805053.21667,..,..
Chile,CHL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,452177,..,521609,567114,580815,663694,661142,753398,804981,876243,987643,1061527,1118773,1174011,1205182,1221774,1236701,1238992,1254839,..,..
Chile,CHL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,88251,89092.68333,86657.96667,89991.83333,92962,96619.91667,..,..
Chile,CHL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,7705,..,1103,1743,2021,2496,2753,3035,3629,3738,4055,3955,4328,4475,4775.08333,5002.83333,5354.33333,5381.33333,5789,..,..
China,CHN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,17916021,21533196,22338787,22655613,22863566,23124011,24075437,..
China,CHN,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,7364111,9398581,12143723,15186217,18090814,20601219,23360535,25346279,26691696,29295841,31046735,31308378,32585961,34091290,41924198,43367394,43886104,44127509,44935169,46993614,..
China,CHN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,1983074,2146656,2213805,2236377,2278186,2339554,2409068,..
China,CHN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,290853,306651,322648,338528,357091,380444,410153,..
Colombia,COL,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1295528,1369149,1431983,1513288,1548587,1557594,..,..
Colombia,COL,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,934085,977243,989745,..,1112574,1223594,1314972,1372674,1487186,1570447,1674420,1849466,1958429,2109224,2220652,2293550,2394434,2446314,2408041,..,..
Colombia,COL,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,122003,135784,138888,154124,159612,157581,..,..
Colombia,COL,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,321,..,765,961,1131,..,1532,1631,2326,2784,3063,3800,4428,5158,5713,6071,6225,..,..
Comoros,COM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,5008,5449,..,..,..,..,..,..
Comoros,COM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,714,..,..,1707,..,..,..,2598,..,3896,3905,5516,6087,6231,6499,..,..,..,..,..,..
Comoros,COM,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,87,0,..,..,..,..,..,..
Comoros,COM,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,369160,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,229443,237836,308739,377867,..,487685,511251,442979,..,..,464678,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,93444,..,..,..,..
"Congo, Dem. Rep.",COD,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2074,..,..,..,..
"Congo, Rep.",COG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,13927,..,..,..,34176,..,..,..
"Congo, Rep.",COG,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,15629,13403,12164,12347,..,..,..,..,..,23397,..,33928,39303,37037,..,..,..,54821,..,..,..
"Congo, Rep.",COG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,6801,..,..,..,7032,..,..,..
"Congo, Rep.",COG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,81,75,..,..,..,..,..,..,..,..,389,213,261,..,..,..,821,..,..,..
Costa Rica,CRI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,166723,183700,180836,181037,185334,180469,178008,..
Costa Rica,CRI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,108765,..,..,..,..,..,..,194933,203175,205247,216751,217841,217550,222707,216700,221811,..
Costa Rica,CRI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,10202,9417,9262,12434,11130,10291,14180,..
Costa Rica,CRI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,1620,..,..,..,..,..,..,511,505,508,463,361,521,606,616,2805,..
Cote d'Ivoire,CIV,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,74053,..,..,7185,..,65890,72687,86944,87049,101758,..,..,..
Cote d'Ivoire,CIV,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,156772,151671,152896,144270,66232,..,169351,176504,192689,202509,217914,..,..,..
Cote d'Ivoire,CIV,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,18031,..,..,9147,..,21736,26207,24953,28187,33982,..,..,..
Cote d'Ivoire,CIV,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,2352,..,..,284,..,4245,4493,3889,7619,7190,..,..,..
Croatia,HRV,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,102795,103168,100879,98573,99113,97605,..,..
Croatia,HRV,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,96798,104168,112537,121722,126322,134658,136646,139996,143410,139069,149853,153960,157289,164623,166061,162022,162017,165197,164826,..,..
Croatia,HRV,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,58196,59567,57895,60222,62691,63586,..,..
Croatia,HRV,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,0,0,266,541,954,1316,1766,3052,3102,3072,3451,3235,3632,3219,3130,3157,3311,3584,..,..
Cuba,CUB,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,261468,207237,173298,165926,218643,224944,..,..
Cuba,CUB,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,158674,178021,191262,235997,396516,471858,681629,864846,987250,970895,800873,664775,503182,373286,301773,261413,244943,286542,296028,..,..
Cuba,CUB,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,107439,89960,81628,72976,63589,66492,..,..
Cuba,CUB,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1428,1602,1615,2712,2942,2511,4129,3930,5443,5749,5254,5776,5384,4379,4576,6487,6041,4310,4592,..,..
Curacao,CUW,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,1984,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,2196,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,212,..,..,..,..,..,..,..
Curacao,CUW,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,19990,19779,19994,20300,21632,22615,..,..
Cyprus,CYP,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,10414,11934,13927,18272,20849,20078,20587,22227,25688,30986,32233,32118,31772,31965,33674,37166,40347,45263,47169,..,..
Cyprus,CYP,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,7896,10009,12935,15115,17752,18434,..,..
Cyprus,CYP,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,72,79,98,202,251,302,351,364,443,487,589,710,829,929,1109,1272,1344,1472,..,..
Czech Republic,CZE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,267731,256329,236887,221198,206068,193614,..,..
Czech Republic,CZE,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,253695,260044,284485,287001,318858,336307,338009,363277,392540,416847,437354,446158,440230,427441,418624,395529,371948,352873,329036,..,..
Czech Republic,CZE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,133524,136207,133066,125634,122252,111986,..,..
Czech Republic,CZE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,15222,17719,19341,21092,23282,24907,22646,23654,24340,24906,25921,26361,26105,25194,25090,24582,24154,23538,22457,..,..
Denmark,DNK,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,182281,187902,195054,195700,195969,195846,..,..
Denmark,DNK,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,189162,192022,196204,201746,217130,232255,228893,232194,230707,234574,240536,258932,275009,291147,301399,313756,314822,312379,310903,..,..
Denmark,DNK,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,67546,70168,73790,74607,71151,70048,..,..
Denmark,DNK,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,4648,5025,4646,4758,5093,4385,4751,4831,6074,7063,7849,8857,8959,9628,9869,9939,9845,9656,9437,..,..
Djibouti,DJI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,190,496,728,906,1134,1696,1928,2192,2453,3159,3225,4705,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Djibouti,DJI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominica,DMA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,431782,..,431749,452756,473755,520817,..,..,..
Dominican Republic,DOM,"Enrolment in tertiary education, all programmes, both sexes (number)",SE.TER.ENRL,..,..,..,286954,..,..,..,..,..,..,..,..,445909,..,455822,480103,505936,556523,..,..,..
