Country Name,Country Code,Series,Series Code,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020
Kosovo,XKX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,1940,2270,2470,2690,3000,3250,3420,3630,3780,3950,3990,3980,3880,3870,4220,..,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1700000,1701154,1702310,1703466,1704622,1705780,1719536,1733404,1747383,1761474,1775680,1791000,1805200,1824100,1821800,1801800,1816200,1830700,1845300,1857000,..
Kosovo,XKX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kosovo,XKX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Kuwait,KWT,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,17980,18670,18930,22600,28100,34560,41480,47580,51710,45300,42160,43840,50650,53050,50750,42530,36880,31660,34290,..,..
Kuwait,KWT,"Population, total",SP.POP.TOTL,2045123,2103282,2136997,2161626,2200492,2270198,2373672,2504019,2656009,2821045,2991884,3168060,3348853,3526378,3690942,3835591,3956873,4056097,4137309,4207000,..
Kuwait,KWT,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,73818,88078,85327,84305,84064,81414,..
Kuwait,KWT,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1377,1810,1862,1880,2147,3382,..
Kuwait,KWT,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,1060,1127,958,814,..,..,..,..,..,..,..,..,..,37,65,57,80,86,77,..
Kyrgyz Republic,KGZ,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,280,280,290,340,400,450,500,610,760,860,850,880,1040,1190,1250,1180,1110,1110,1220,..,..
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,4898400,4945100,4990700,5043300,5104700,5162600,5218400,5268400,5318700,5383300,5447900,5514600,5607200,5719600,5835500,5956900,6079500,6198200,6322800,6404000,..
Kyrgyz Republic,KGZ,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,113078,124217,123421,..
Kyrgyz Republic,KGZ,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,62352,37189,41164,..
Kyrgyz Republic,KGZ,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1475,1688,1825,2004,2222,2187,2368,2451,2394,2330,2201,2299,2428,2494,2286,2248,2172,2272,2543,2636,..
Lao PDR,LAO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,280,310,320,340,390,460,510,620,750,890,1000,1140,1370,1610,1820,1970,2120,2240,2450,..,..
Lao PDR,LAO,"Population, total",SP.POP.TOTL,5323700,5409582,5493246,5576640,5662208,5751676,5846074,5944948,6046620,6148623,6249165,6347567,6444530,6541304,6639756,6741164,6845846,6953035,7061507,7169000,..
Lao PDR,LAO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,85513,75239,65760,50155,43787,43673,45613,..
Lao PDR,LAO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,1890,2031,1704,4131,3942,4353,3184,..
Lao PDR,LAO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,0,0,0,0,34,14,22,28,19,16,19,..
Late-demographic dividend,LTE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Late-demographic dividend,LTE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,37235376.47,39630860.93,45116307.73,46551158.87,46859769.04,46835755.33,46923638.21,47949161.31,..
Late-demographic dividend,LTE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,8198323.37,8028852.269,7048042.542,6144148.785,5707657.732,5681559.556,5814333.456,5879338.472,..
Late-demographic dividend,LTE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,350062.2142,383341.9818,425623.3234,504136.0312,538503.5353,578020.8089,580156.693,566587.4011,591189.8229,624070.0996,676386.2823,706936.8591,733601.7304,760666.8358,782512.0386,800052.884,819706.9297,839248.8582,868362.0431,900605.0825,..
Latin America & Caribbean,LCN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4150.96979,4032.956039,3778.906094,3768.863025,4088.537184,4578.681977,5272.045465,6149.240947,7087.330823,7254.13671,8041.966017,8862.524791,9793.068482,10191.31115,10070.77879,9250.563082,8534.661607,8393.289975,8718.564794,..,..
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,520964431,528336554,535570691,542684680,549705414,556652026,563521369,570314774,577050884,583746102,590303295,596966199,603586217,610151927,616619613,622986033,629240066,635372515,641357515,647291000,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,18248485.93,19966704.07,20790326.73,21326638.86,22726234.27,23356538.24,23642567.31,23607412.35,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1329195.04,1327586.307,1344356.169,1390612.359,1509967.791,1533450.072,1558862.296,1563192.904,..
Latin America & Caribbean,LCN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,130826.8742,136235.7781,140346.6033,148375.6288,151664.9305,160698.3589,137409.5226,103201.5816,113735.5153,122988.9777,138261.7758,152214.6407,165781.425,178906.9378,189314.1065,205419.6435,220578.0302,222614.8325,231186.6273,232679.1401,..
Latin America & Caribbean (excluding high income),LAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4020.536334,3904.312778,3650.083589,3634.808915,3928.054273,4399.7664,5080.92553,5943.401044,6866.079478,7040.738825,7831.920103,8628.740289,9523.261141,9891.549555,9768.810926,8924.33371,8195.562875,8043.640506,8324.910327,..,..
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,493029013,500140855,507121489,513985894,520757766,527455967,534080194,540628539,547116062,553561029,559867514,566309408,572713225,579053861,585296422,591416820,597399287,603254104,609013934,614714000,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,17275120.58,18755046.37,19568526.08,20098259.67,21482812.22,22110827.38,22389402.43,22353594.42,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1188811.312,1182398.544,1198012.857,1241137.145,1357731.008,1379673.165,1402502.638,1406759.681,..
Latin America & Caribbean (excluding high income),LAC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,112127.2862,120994.3719,129121.0311,136912.6628,140510.0805,149722.7184,126277.5747,91958.3967,101154.7427,109927.585,124483.3674,138618.0816,151719.3982,164865.1732,175094.1488,191142.0877,206191.0069,208462.9845,216104.7442,218462.345,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,17699473.49,19512340.63,20393528.96,20964388.49,22376665.08,22959381.81,23245944.9,23210863.44,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,1150203.152,1186684.441,1221323.453,1275781.658,1405189.654,1439002.521,1462688.653,1467082.59,..
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,120790.3962,126115.5594,130296.3293,137349.0587,140543.5566,150140.4874,125334.664,91490.03788,99844.17301,108413.327,123780.5611,137177.463,151139.9086,165435.4203,175797.9088,190003.3322,205897.1895,209923.7496,218551.1526,220045.3306,..
Latvia,LVA,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3310,3590,3920,4660,5810,7350,8880,11160,13440,14040,12580,13110,13810,14890,15300,15010,14600,14710,16510,..,..
Latvia,LVA,"Population, total",SP.POP.TOTL,2367550,2337170,2310173,2287955,2263122,2238799,2218357,2200325,2177322,2141669,2097555,2059709,2034319,2012647,1993782,1977527,1959537,1942248,1927174,1916000,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,63274,57955,50634,49395,48322,46164,..,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,11333,12257,16942,17384,17712,18323,..,..
Latvia,LVA,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,1003,1254,1301,1319,1425,1428,1809,1797,1982,2025,2152,2418,2523,2519,2406,2200,2310,2291,2196,..,..
Least developed countries: UN classification,LDC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,295.775084,298.0595177,307.4388963,328.6566243,377.784199,430.2444274,479.7307474,548.8115943,641.3979791,706.2034086,764.1862649,811.2584007,891.5810228,940.7190161,1008.710883,1011.636587,1011.226086,1045.27636,1079.667632,..,..
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,657215864,673903112,691061397,708587948,726331177,744190510,762132501,780219542,798563392,817322629,836614860,856472234,876869863,897797478,919226401,941131317,963511276,986365080,1009662578,1033389000,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,6277617.866,6493379.95,6859134.031,7197685.494,7351951.251,7871246.494,8371809.84,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,839098.7012,869445.5357,927860.2074,987307.3888,1032987.372,1057792.366,1139038.787,..
Least developed countries: UN classification,LDC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,9096.59263,8720.32189,11007.99656,13012.01408,18309.95511,20885.56666,22856.61823,28314.70304,29647.67915,30459.87152,31933.08692,33632.41149,33878.48214,36891.77006,40655.75963,46281.37935,49089.71704,54003.27828,55867.79434,60689.08128,..
Lebanon,LBN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,4600,4460,4200,3790,4720,4880,4860,5420,6080,6880,7480,7580,7590,7610,7500,7290,7250,7500,7920,..,..
Lebanon,LBN,"Population, total",SP.POP.TOTL,3842778,3991001,4182205,4388375,4569378,4698763,4759753,4767344,4764741,4813026,4953061,5202343,5538634,5914621,6262410,6532678,6711121,6811873,6848925,6856000,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,190682,187209,162755,171388,170709,186477,191885,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,16613,17373,26772,27955,29202,23434,25031,..
Lebanon,LBN,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,809,1200,1367,1407,1720,1682,1574,1992,2143,1366,1588,1608,1732,2531,3778,4102,4690,4620,4042,4230,..
Lending category not classified,LNX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lending category not classified,LNX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Lesotho,LSO,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,580,640,590,670,810,1020,1130,1300,1310,1230,1300,1440,1610,1560,1450,1350,1320,1250,1390,..,..
Lesotho,LSO,"Population, total",SP.POP.TOTL,2032804,2035740,2029829,2018348,2005940,1996114,1989939,1986922,1987129,1990131,1995581,2003787,2014990,2028519,2043437,2059021,2075001,2091412,2108132,2125000,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,9515,10481,8901,..,9691,9764,..,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,251,242,212,..,423,346,..,..
Lesotho,LSO,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,5,0,1,2,..,8,6,..,..
Liberia,LBR,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,250,180,210,250,290,330,390,430,460,520,560,630,630,630,620,620,610,..,..
Liberia,LBR,"Population, total",SP.POP.TOTL,2848456,2953927,3024729,3077058,3135651,3218116,3329211,3461911,3607860,3754133,3891356,4017443,4135659,4248334,4359505,4472230,4586788,4702228,4818977,4937000,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liberia,LBR,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,..,..,5170,5160,5140,6860,8600,10400,12200,12090,12380,4690,11550,10750,7610,5690,4550,5410,6400,..,..
Libya,LBY,"Population, total",SP.POP.TOTL,5357891,5443248,5531089,5620547,5710154,5798614,5886872,5974787,6058748,6133984,6197663,6247439,6285750,6320359,6362037,6418315,6492164,6580724,6678567,6777000,..
Libya,LBY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Libya,LBY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,7263,7638,8013,8367,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,78870,68240,65060,68450,78680,92730,104070,112190,121890,116430,..,..,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,33184,33552,33879,34175,34452,34713,34970,35217,35471,35727,35994,36293,36615,36934,37223,37470,37658,37800,37910,38000,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,468,393,372,381,405.5,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,243,243,260,289,283,..,..
Liechtenstein,LIE,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,0,0,0,0,18,53,30,63,78,106,..,119,114,142,129,161,..,..
Lithuania,LTU,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3210,3460,3830,4700,6040,7600,8820,10620,12660,12430,12560,13290,14070,15300,16040,15170,14870,15240,17430,..,..
Lithuania,LTU,"Population, total",SP.POP.TOTL,3499536,3470818,3443067,3415213,3377075,3322528,3269909,3231294,3198231,3162916,3097282,3028115,2987773,2957689,2932367,2904910,2868231,2828403,2801543,2778000,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,124519,113881,108083,102425,95539,88468,..,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,32495,31822,29911,28597,27587,27076,..,..
Lithuania,LTU,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,2023,2057,2112,2183,2623,2815,2878,2898,2855,2939,2918,2974,2875,2681,2686,2635,2737,2737,2743,..,..
Low & middle income,LMY,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,1144.851536,1153.38463,1170.656637,1271.511044,1475.890038,1716.960918,1991.721349,2356.758415,2777.490358,2987.954629,3332.153635,3699.268764,4188.011915,4525.706638,4678.98603,4557.232488,4466.170996,4533.536773,4843.825104,..,..
Low & middle income,LMY,"Population, total",SP.POP.TOTL,5037268787,5109571487,5181350933,5253312522,5325421944,5397859154,5470400681,5542975651,5616213108,5690410869,5765121055,5840675761,5916770281,5993786433,6071330528,6149221337,6227752871,6306560891,6383958209,6459453000,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,96000804.01,101704712.5,110184594.4,114901656.3,117914852.5,119983535.4,121596345.6,123990340.5,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,15417570.01,15333241.22,15141036.78,14584737.48,14481463.75,14710194.83,14942425.35,15099669.52,..
Low & middle income,LMY,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,572683.4349,614147.9927,676717.0669,742850.2514,816301.8083,851532.6638,879159.8948,884139.7568,933122.4655,994074.176,1080039.479,1126059.427,1169350.548,1254015.615,1313497.585,1387158.397,1489009.028,1552203.392,1627499.982,1667181.47,..
Low income,LIC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,269.0149736,275.2938289,284.1382506,295.5317003,334.407659,371.2086032,404.7738721,451.3739431,520.7243521,580.3883982,625.8732798,643.7160987,696.7731245,756.3788626,798.7794603,792.3976354,783.3682776,791.0737479,840.5634902,..,..
Low income,LIC,"Population, total",SP.POP.TOTL,438799433,450962074,463584766,476645372,490099969,503907174,518097437,532663586,547481280,562386040,577274011,592092182,606913332,621915808,637350644,653405207,670117389,687449530,705417321,724057000,..
Low income,LIC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,4087943.49,4374921.35,4437113.649,4447136.357,4520903.934,..,..,..
Low income,LIC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,351940.9168,384989.2762,393033.6489,415482.9546,431610.2684,..,..,..
Low income,LIC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,6701.82823,5377.2528,6895.31804,7878.96649,9615.28283,10760.03159,12847.86267,14475.0202,15803.37367,17040.02959,19883.99261,20664.95664,22026.12406,23927.73785,26790.51383,28570.97132,28576.39369,28234.88314,30093.43961,..,..
Lower middle income,LMC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,546.2179216,567.8001757,581.6778946,640.0630711,743.9255788,846.3679005,956.7199861,1110.258226,1277.26878,1388.373404,1523.821539,1679.282413,1870.894765,1973.427534,2037.975771,2034.330989,2055.05086,2104.028136,2242.032711,..,..
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2281159205,2321544987,2361829370,2402147090,2442531361,2483021672,2523645459,2564440295,2605437640,2646675754,2688436551,2730385840,2772231195,2814221065,2856124025,2898058449,2939830821,2981420591,3022905169,3064148000,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,39711710.51,42320223.37,45002962.59,47151925.48,47914449.68,49190981.94,50399585.45,51834799.48,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,6200688.352,6210529.384,6746564.583,6853871.424,6816754.484,7008686.694,7152575.554,7216992.677,..
Lower middle income,LMC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,143649.9264,154506.5248,164680.4584,176883.2498,190568.1302,194088.516,201503.7396,214757.623,225442.3248,240825.544,255669.3953,283168.4143,299683.3572,324519.62,355195.4254,363456.0004,401006.6476,421486.8955,455294.3833,460585.0034,..
Luxembourg,LUX,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,46460,45630,42630,46000,62800,73810,71580,86210,88000,71220,78220,76260,75450,75500,76470,72470,68670,66380,70870,..,..
Luxembourg,LUX,"Population, total",SP.POP.TOTL,436300,441525,446175,451630,458095,465158,472637,479993,488650,497783,506953,518347,530946,543360,556319,569604,582014,596336,607950,615000,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3231,3173,3196,3050,..,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2509,2528,2459,2534,..,..
Luxembourg,LUX,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,..,..,..,27,..,..,..,..,186,..,358,..,390,..,..,569,611,641,693,..,..
"Macao SAR, China",MAC,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,14710,15750,16330,17870,22250,24020,26320,34580,34360,36530,45580,54870,61240,70560,74210,64350,65290,72690,79110,..,..
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,427782,437938,448821,460165,471597,482858,493799,504511,515239,526400,538219,550832,564039,577372,590208,602085,612836,622585,631636,640000,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,21522,22789,23871,24480,24669,24575,25061,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,4506,5201,5501,5755,5898,6062,6465,..
"Macao SAR, China",MAC,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,18,59,72,164,225,356,492,551,573,580,583,648,606,772,1013,1248,1616,2054,2245,2562,..
Madagascar,MDG,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,250,260,230,280,290,290,280,340,430,470,470,480,500,520,520,490,470,470,510,..,..
Madagascar,MDG,"Population, total",SP.POP.TOTL,15766806,16260932,16765117,17279141,17802997,18336724,18880269,19433530,19996473,20569117,21151640,21743967,22346641,22961253,23589887,24234088,24894380,25570540,26262368,26969000,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,77772,94775,98148,98897,116402,123519,..,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,14957,13361,15065,18888,17114,17479,..,..
Madagascar,MDG,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,648,448,766,615,852,1307,2351,..,..,..,..,..,..,761,1168,1268,822,1111,756,..,..
Malawi,MWI,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,160,140,170,220,300,300,310,330,370,410,450,490,460,410,370,350,340,340,360,..,..
Malawi,MWI,"Population, total",SP.POP.TOTL,11148758,11432000,11713664,12000181,12301838,12625952,12973699,13341806,13727890,14128155,14539612,14962112,15396005,15839269,16289540,16745303,17205289,17670260,18143315,18629000,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Malawi,MWI,"Enrolment in tertiary education, ISCED 8 programmes, both sexes (number)",UIS.E.8,0,0,0,0,0,0,0,0,..,..,154,..,..,..,..,..,..,..,..,..,..
Malaysia,MYS,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,3460,3550,3790,4160,4740,5270,5840,6630,7510,7600,8260,9050,10180,10840,11140,10680,10150,9940,10590,..,..
Malaysia,MYS,"Population, total",SP.POP.TOTL,23194257,23709119,24208391,24698819,25190652,25690611,26201961,26720370,27236006,27735040,28208035,28650955,29068159,29468872,29866559,30270962,30684804,31105028,31528585,31950000,..
Malaysia,MYS,"Enrolment in tertiary education, ISCED 6 programmes, both sexes (number)",UIS.E.6,279847,289221,308419,351894,391485,408502,386346,441486,509036,545550,586557,572393,612208,648024,621073,..,..,677178,685571,680068,..
Malaysia,MYS,"Enrolment in tertiary education, ISCED 7 programmes, both sexes (number)",UIS.E.7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,83508,96920,..,89216,98052,95047,..
